"Name","Short Name","Description","Types","Latitude","Longitude"
ESFB13,ESFB13,"11-MAY-13 8:32:01","Point Count Point",38.4862811171,-123.090042451
ESFB14,ESFB14,"11-MAY-13 8:43:05","Point Count Point",38.4865043909,-123.092645517
ESFB15,ESFB15,"11-MAY-13 8:58:25","Point Count Point",38.4876560061,-123.095066362
"Upper Russian Gulch Restoration",URG,,"Point Count Transect",,
URG01,URG01,,"Point Count Point",38.4782059331,-123.12045975
URG03,URG03,,"Point Count Point",38.4799879328,-123.122778644
URG04,URG04,,"Point Count Point",38.480008338,-123.120485679
URG05,URG05,,"Point Count Point",38.4800286983,-123.118192713
URG06,URG06,,"Point Count Point",38.4800490137,-123.115899746
URG08,URG08,,"Point Count Point",38.4817608738,-123.125097636
URG09,URG09,,"Point Count Point",38.4817903366,-123.122804632
URG10,URG10,,"Point Count Point",38.4818107424,-123.12051161
URG11,URG11,,"Point Count Point",38.4818311033,-123.118218587
URG12,URG12,,"Point Count Point",38.4818514193,-123.115925563
URG13,URG13,,"Point Count Point",38.4818716904,-123.113632537
URG14,URG14,,"Point Count Point",38.4836131461,-123.120537543
URG15,URG15,,"Point Count Point",38.4836334961,-123.118255928
URG16,URG16,,"Point Count Point",38.4836538129,-123.115962847
URG17,URG17,,"Point Count Point",38.4836740849,-123.113669764
URG20,URG20,,"Point Count Point",38.4836898733,-123.106457939
URG22,URG22,,"Point Count Point",38.4854358999,-123.118281805
URG23,URG23,,"Point Count Point",38.4854562173,-123.115988667
URG24,URG24,,"Point Count Point",38.4854764899,-123.113695527
URG25,URG25,,"Point Count Point",38.4854967175,-123.111402385
JHPR,JHPR,"Jenner Headlands Preserve- points for RWI/RMN","Point Count Transect",,
