"Name","Short Name","Description","Types","Latitude","Longitude"
GLE-12-42,GLE-12-42,,"Study Area",,
GLE-12-43,GLE-12-43,,"Study Area",,
GLE-12-44,GLE-12-44,,"Study Area",,
GLE-12-45,GLE-12-45,,"Study Area",,
GLE-12-46,GLE-12-46,,"Study Area",,
GLE-12-47,GLE-12-47,,"Study Area",,
GLE-12-48,GLE-12-48,,"Study Area",,
GLE-15-49,GLE-15-49,,"Study Area",,
COL-14-50,COL-14-50,,"Study Area",,
COL-14-51,COL-14-51,,"Study Area",,
GLE-15-52,GLE-15-52,,"Study Area",,
GLE-15-53,GLE-15-53,,"Study Area",,
GLE-13-55,GLE-13-55,,"Study Area",,
GLE-15-56,GLE-15-56,,"Study Area",,
GLE-15-57,GLE-15-57,,"Study Area",,
GLE-15-58,GLE-15-58,,"Study Area",,
GLE-15-59,GLE-15-59,,"Study Area",,
GLE-15-60,GLE-15-60,,"Study Area",,
GLE-15-61,GLE-15-61,,"Study Area",,
GLE-15-62,GLE-15-62,,"Study Area",,
GLE-15-63,GLE-15-63,,"Study Area",,
GLE-16-64,GLE-16-64,,"Study Area",,
GLE-16-65,GLE-16-65,,"Study Area",,
GLE-16-66,GLE-16-66,,"Study Area",,
GLE-16-67,GLE-16-67,,"Study Area",,
GLE-16-68,GLE-16-68,,"Study Area",,
GLE-16-69,GLE-16-69,,"Study Area",,
COL-16-70,COL-16-70,,"Study Area",,
COL-16-71,COL-16-71,,"Study Area",,
COL-16-72,COL-16-72,,"Study Area",,
COL-16-73,COL-16-73,,"Study Area",,
COL-16-74,COL-16-74,,"Study Area",,
COL-16-75,COL-16-75,,"Study Area",,
COL-16-76,COL-16-76,,"Study Area",,
COL-16-77,COL-16-77,,"Study Area",,
COL-16-78,COL-16-78,,"Study Area",,
COL-16-79,COL-16-79,,"Study Area",,
TEH-16-80,TEH-16-80,,"Study Area",,
TEH-16-81,TEH-16-81,,"Study Area",,
TEH-16-82,TEH-16-82,,"Study Area",,
TEH-16-83,TEH-16-83,,"Study Area",,
SHA-16-84,SHA-16-84,,"Study Area",,
SHA-16-85,SHA-16-85,,"Study Area",,
BUT-16-86,BUT-16-86,,"Study Area",,
GLE-16-87,GLE-16-87,,"Study Area",,
GLE-16-88,GLE-16-88,,"Study Area",,
GLE-16-89,GLE-16-89,,"Study Area",,
GLE-16-90,GLE-16-90,,"Study Area",,
COL-16-91,COL-16-91,,"Study Area",,
COL-16-92,COL-16-92,,"Study Area",,
COL-16-93,COL-16-93,,"Study Area",,
COL-16-94,COL-16-94,,"Study Area",,
COL-16-95,COL-16-95,,"Study Area",,
COL-16-96,COL-16-96,,"Study Area",,
COL-16-97,COL-16-97,,"Study Area",,
COL-16-98,COL-16-98,,"Study Area",,
GLE-16-99,GLE-16-99,,"Study Area",,
GLE-16-100,GLE-16-100,,"Study Area",,
GLE-16-101,GLE-16-101,,"Study Area",,
COL-16-102,COL-16-102,,"Study Area",,
COL-16-103,COL-16-103,,"Study Area",,
COL-16-104,COL-16-104,,"Study Area",,
COL-16-105,COL-16-105,,"Study Area",,
COL-16-106,COL-16-106,,"Study Area",,
COL-16-107,COL-16-107,,"Study Area",,
COL-16-108,COL-16-108,,"Study Area",,
COL-16-109,COL-16-109,,"Study Area",,
GLE-16-110,GLE-16-110,,"Study Area",,
"Colusa County",COL,,"Study Area",,
YOL-16-01,YOL-16-01,"new ranch for Yolo County","Study Area",,
TUL-17-01,TUL-17-01,,"Study Area",,
"Modoc County",MODOC,,"Study Area",,
MOD-16-01,MOD-16-01,"Vya,NV","Study Area",,
"Washoe County",WASHOE,,"Study Area",,
"ALEMEDA COUNTY",ALAMEDA,,"Study Area",,
"Solano County",SOLANO,,"Study Area",,
"Sutter County",SUTTER,,"Study Area",,
SHA-17-99,SHA-17-99,,"Study Area",,
ALA-17-01,ALA-17-01,"Gallagher ranch","Study Area",,
SOL-16-01,SOL-16-01,,"Study Area",,
MRN-test,MRN-TEST,,"Study Area",,
ELD-16-01,ELD-16-01,,"Study Area",,
ALA-17-02,ALA-17-02,"GUMP SITE","Study Area",,
ALA-17-03,ALA-17-03,"DAN NELSON","Study Area",,
ALA-17-04,ALA-17-04,GERNOT,"Study Area",,
ALA-17-05,ALA-17-05,GARCIA,"Study Area",,
ALA-17-06,ALA-17-06,BETTENCOURT,"Study Area",,
"Placer County",PLACER,,"Study Area",,
PLA-15-01,PLA-15-01,"Am River Headwaters","Study Area",,
ELD-16-02,ELD-16-02,,"Study Area",,
ELD-16-03,ELD-16-03,,"Study Area",,
MOD-15-02,MOD-15-02,,"Study Area",,
MOD-15-01,MOD-15-01,,"Study Area",,
MOD-15-03,MOD-15-03,,"Study Area",,
MOD-15-04,MOD-15-04,,"Study Area",,
MOD-15-05,MOD-15-05,,"Study Area",,
MOD-15-06,MOD-15-06,,"Study Area",,
MOD-15-07,MOD-15-07,,"Study Area",,
MOD-15-08,MOD-15-08,,"Study Area",,
MOD-15-09,MOD-15-09,,"Study Area",,
MOD-15-10,MOD-15-10,,"Study Area",,
MOD-15-11,MOD-15-11,,"Study Area",,
MOD-15-12,MOD-15-12,,"Study Area",,
MOD-15-13,MOD-15-13,,"Study Area",,
MOD-17-01,MOD-17-01,,"Study Area",,
WAS-17-01,WAS-17-01,Vya,"Study Area",41.623401965040046,-119.86774409780921
MOD-15-14,MOD-15-14,,"Study Area",,
MOD-15-15,MOD-15-15,,"Study Area",,
MOD-15-16,MOD-15-16,,"Study Area",,
MOD-15-17,MOD-15-17,,"Study Area",,
MOD-15-18,MOD-15-18,,"Study Area",,
MOD-15-19,MOD-15-19,,"Study Area",,
MOD-15-20,MOD-15-20,,"Study Area",,
MOD-16-02,MOD-16-02,,"Study Area",,
MOD-16-03,MOD-16-03,,"Study Area",,
MOD-16-04,MOD-16-04,,"Study Area",,
MOD-15-21,MOD-15-21,,"Study Area",,
MOD-16-05,MOD-16-05,,"Study Area",,
MOD-16-06,MOD-16-06,,"Study Area",,
MOD-15-22,MOD-15-22,,"Study Area",,
MOD-15-23,MOD-15-23,,"Study Area",,
MOD-15-24,MOD-15-24,,"Study Area",,
MOD-16-07,MOD-16-07,,"Study Area",,
BUT-16-57,BUT-16-57,,"Study Area",,
TEH-16-08,TEH-16-08,,"Study Area",,
TEH-16-09,TEH-16-09,,"Study Area",,
TEH-16-10,TEH-16-10,,"Study Area",,
TEH-16-11,TEH-16-11,,"Study Area",,
TEH-16-12,TEH-16-12,,"Study Area",,
TEH-16-13,TEH-16-13,,"Study Area",,
TEH-16-14,TEH-16-14,,"Study Area",,
TEH-16-15,TEH-16-15,,"Study Area",,
NEV-17-01,NEV-17-01,,"Study Area",,
MAR-15-13,MAR-15-13,,"Study Area",,
MAR-16-01,MAR-16-01,,"Study Area",,
MAR-16-02,MAR-16-02,,"Study Area",,
MAR-16-03,MAR-16-03,,"Study Area",,
MAR-16-04,MAR-16-04,,"Study Area",,
Mar-16-05,MAR-16-05,,"Study Area",,
Mar-16-06,MAR-16-06,,"Study Area",,
Mar-16-07,MAR-16-07,,"Study Area",,
Mar-16-08,MAR-16-08,,"Study Area",,
Mar-16-09,MAR-16-09,,"Study Area",,
Mar-16-10,MAR-16-10,,"Study Area",,
Mar-16-11,MAR-16-11,,"Study Area",,
Mar-16-12,MAR-16-12,,"Study Area",,
Mar-16-13,MAR-16-13,,"Study Area",,
Mar-16-14,MAR-16-14,,"Study Area",,
Mar-16-15,MAR-16-15,,"Study Area",,
Mar-16-16,MAR-16-16,,"Study Area",,
Mar-16-17,MAR-16-17,,"Study Area",,
Mar-16-18,MAR-16-18,,"Study Area",,
Mar-16-19,MAR-16-19,,"Study Area",,
Mar-16-20,MAR-16-20,,"Study Area",,
Mar-16-21,MAR-16-21,,"Study Area",,
Mar-16-22,MAR-16-22,,"Study Area",,
Mar-16-23,MAR-16-23,,"Study Area",,
MRN-16-05,MRN-16-05,,"Study Area",,
SON-16-02,SON-16-02,,"Study Area",,
SON-16-03,SON-16-03,,"Study Area",,
SON-16-04,SON-16-04,,"Study Area",,
SON-16-05,SON-16-05,,"Study Area",,
SON-16-06,SON-16-06,,"Study Area",,
SON-16-07,SON-16-07,,"Study Area",,
SON-16-08,SON-16-08,,"Study Area",,
SON-16-09,SON-16-09,,"Study Area",,
SON-17-01,SON-17-01,,"Study Area",,
SON-17-02,SON-17-02,,"Study Area",,
SON-17-03,SON-17-03,,"Study Area",,
MRN-16-02,MRN-16-02,,"Study Area",,
MRN-16-03,MRN-16-03,,"Study Area",,
MRN-16-04,MRN-16-04,,"Study Area",,
MRN-16-06,MRN-16-06,,"Study Area",,
MRN-16-07,MRN-16-07,,"Study Area",,
MRN-16-08,MRN-16-08,,"Study Area",,
MRN-16-09,MRN-16-09,,"Study Area",,
MRN-16-10,MRN-16-10,,"Study Area",,
MRN-16-11,MRN-16-11,,"Study Area",,
ALA-17-07,ALA-17-07,"Carbon/ compost trial with RCD and UC BERKELEY","Study Area",,
GARA,GARA,"Monitoring points","Point Count Transect",,
LAS-16-03,LAS-16-03,,"Study Area",,
LAS-16-04,LAS-16-04,,"Study Area",,
LAS-16-05,LAS-16-05,,"Study Area",,
LAS-16-06,LAS-16-06,,"Study Area",,
TUL-16-05,TUL-16-05,Schultz,"Study Area",,
TUL-16-06,TUL-16-06,Beery,"Study Area",,
TUL-16-16,TUL-16-16,Vern-TM,"Study Area",,
TUL-16-15,TUL-16-15,Cliff-TM,"Study Area",,
TUL-16-14,TUL-16-14,"Nicholas Forestry","Study Area",,
TUL-16-11,TUL-16-11,Tribe,"Study Area",,
TUL-16-07,TUL-16-07,Corzine,"Study Area",,
TUL-16-03,TUL-16-03,Inestroza,"Study Area",,
TUL-16-08,TUL-16-08,"Bell Ranch","Study Area",,
TUL-16-09,TUL-16-09,Bates,"Study Area",,
TUL-16-10,TUL-16-10,"Hyde Grandkids","Study Area",,
TUL-15-16,TUL-15-16,"Blue Oak","Study Area",,
TUL-16-17,TUL-16-17,"Lewis Hill","Study Area",,
TUL-16-12,TUL-16-12,Terry,"Study Area",,
TUL-16-13,TUL-16-13,App,"Study Area",,
TUL-17-02,TUL-17-02,Rabb,"Study Area",,
TUL-17-03,TUL-17-03,Mosley,"Study Area",,
TUL-14-18,TUL-14-18,Kwan,"Study Area",,
TUL-16-04,TUL-16-04,"Atwell Island","Study Area",,
MAD-14-12,MAD-14-12,"JVA Ranch","Study Area",,
ALA-17-08,ALA-17-08,"Bettencourt weed assistance","Study Area",,
TGGA,TGGA,,"Point Count Transect",,
TGGA-01,TGGA-01,point,"Point Count Point",38.264968679514,-122.92631887021
TGGA-02,TGGA-02,point,"Point Count Point",38.264966850317,-122.92346109256
TGGA-03,TGGA-03,point,"Point Count Point",38.267221800348,-122.92631659414
TGGA-04,TGGA-04,point,"Point Count Point",38.267219971004,-122.92345872821
TGGA-05,TGGA-05,point,"Point Count Point",38.269474920313,-122.92631431781
TGGA-06,TGGA-06,point,"Point Count Point",38.269473090822,-122.92345636359
TGGA-07,TGGA-07,point,"Point Count Point",38.271728039412,-122.92631204122
GARA-01,GARA-01,point,"Point Count Point",37.616997757755,-121.69269306344
GARA-02,GARA-02,point,"Point Count Point",37.61928188954,-121.69548575846
GARA-03,GARA-03,point,"Point Count Point",37.61925054113,-121.69265361247
GARA-04,GARA-04,point,"Point Count Point",37.621503323607,-121.6926141571
GARA-05,GARA-05,point,"Point Count Point",37.623787458664,-121.69540701417
GARA-06,GARA-06,point,"Point Count Point",37.623756105187,-121.69257469734
GARA-07,GARA-07,point,"Point Count Point",37.623724683748,-121.6897423849
GARA-08,GARA-08,point,"Point Count Point",37.626040241879,-121.69536763545
GARA-09,GARA-09,point,"Point Count Point",37.626008885869,-121.69253523318
GARA-10,GARA-10,point,"Point Count Point",37.625977461891,-121.68970283531
NELS,NELS,,"Point Count Transect",,
NELS-01,NELS-01,point,"Point Count Point",37.789341079009,-121.61556731473
NELS-02,NELS-02,point,"Point Count Point",37.791627052835,-121.61836389822
NELS-03,NELS-03,point,"Point Count Point",37.791593724953,-121.61552527664
NELS-04,NELS-04,point,"Point Count Point",37.793912962764,-121.62116065396
NELS-05,NELS-05,point,"Point Count Point",37.793879700564,-121.61832194157
NELS-06,NELS-06,point,"Point Count Point",37.793846369993,-121.61548323386
NELS-07,NELS-07,point,"Point Count Point",37.796165612273,-121.62111877878
NELS-08,NELS-08,point,"Point Count Point",37.796132347389,-121.61827998025
NELS-09,NELS-09,point,"Point Count Point",37.79609901413,-121.6154411864
MAR-16-24,MAR-16-24,,"Study Area",,
MAR-16-25,MAR-16-25,,"Study Area",,
MAR-16-26,MAR-16-26,,"Study Area",,
MAR-16-27,MAR-16-27,,"Study Area",,
MAR-16-28,MAR-16-28,,"Study Area",,
MAR-16-29,MAR-16-29,,"Study Area",,
MAR-17-01,MAR-17-01,,"Study Area",,
MAR-17-03,MAR-17-03,,"Study Area",,
MAR-17-02,MAR-17-02,,"Study Area",,
ELDO,ELDO,"El Dorado Ranch","Point Count Transect",,
ELDO-01,ELDO-01,point,"Point Count Point",38.565375045404,-120.90670385864
ELDO-02,ELDO-02,point,"Point Count Point",38.569517141886,-120.88649805489
ELDO-03,ELDO-03,point,"Point Count Point",38.555539463523,-120.86108834574
ELDO-04,ELDO-04,point,"Point Count Point",38.562398475773,-120.86662311493
ELDO-05,ELDO-05,point,"Point Count Point",38.565169270049,-120.89523304412
ELDO-06,ELDO-06,point,"Point Count Point",38.562607042074,-120.87809327735
ELDO-07,ELDO-07,point,"Point Count Point",38.557895587962,-120.86675627671
ELDO-08,ELDO-08,point,"Point Count Point",38.539606,-120.865358
ELDO-09,ELDO-09,point,"Point Count Point",38.567575202322,-120.90377070622
ELDO-10,ELDO-10,point,"Point Count Point",38.564754350112,-120.87229176795
ELDO-11,ELDO-11,point,"Point Count Point",38.553392696288,-120.86688940874
ELDO-12,ELDO-12,point,"Point Count Point",38.547379,-120.86522
ELDO-13,ELDO-13,point,"Point Count Point",38.567213838127,-120.88369628366
ELDO-14,ELDO-14,point,"Point Count Point",38.566953614942,-120.86935763158
ELDO-15,ELDO-15,point,"Point Count Point",38.56009471951,-120.86382226683
ELDO-16,ELDO-16,point,"Point Count Point",38.551088952923,-120.86408888813
ELDO-17,ELDO-17,point,"Point Count Point",38.569620607682,-120.89223376092
ELDO-19,ELDO-19,point,"Point Count Point",38.553288025589,-120.86115508665
ELDO-21,ELDO-21,point,"Point Count Point",38.565323706857,-120.90383614404
ELDO-22,ELDO-22,point,"Point Count Point",38.562762729869,-120.88669597687
ELDO-23,ELDO-23,point,"Point Count Point",38.555644142608,-120.86682284644
ELDO-24,ELDO-24,point,"Point Count Point",38.551036586689,-120.8612218201
ELDO-25,ELDO-25,point,"Point Count Point",38.562866170804,-120.89243114673
ELDO-26,ELDO-26,point,"Point Count Point",38.567005799969,-120.87222534718
ELDO-27,ELDO-27,point,"Point Count Point",38.562555005773,-120.87522572562
ELDO-28,ELDO-28,point,"Point Count Point",38.54495,-120.864431
ELDO-29,ELDO-29,point,"Point Count Point",38.564962371607,-120.88376234701
ELDO-30,ELDO-30,point,"Point Count Point",38.564702169265,-120.86942414171
SOL-17-01,SOL-17-01,,"Study Area",,
YUB-17-01,YUB-17-01,"Yuba County land-owner who came into Grass Valley office asking for land health assessment.","Study Area",,
YUB-17-02,YUB-17-02,"12 acre pasture","Study Area",,
YUB-17-03,YUB-17-03,,"Study Area",,
SOL-17-03,SOL-17-03,,"Study Area",,
TUL-17-04,TUL-17-04,"Chrisman Ranch","Study Area",,
SOL-17-02,SOL-17-02,,"Study Area",,
SOL-17-04,SOL-17-04,,"Study Area",,
SOL-16-02,SOL-16-02,,"Study Area",,
SOL-16-03,SOL-16-03,,"Study Area",,
SOL-16-04,SOL-16-04,,"Study Area",,
SOL-16-05,SOL-16-05,,"Study Area",,
YUB-17-04,YUB-17-04,,"Study Area",,
YUB-17-05,YUB-17-05,,"Study Area",,
NEV-15-21,NEV-15-21,,"Study Area",,
NEV-16-11,NEV-16-11,,"Study Area",,
NEV-16-12,NEV-16-12,,"Study Area",,
NEV-16-13,NEV-16-13,,"Study Area",,
NEV-16-14,NEV-16-14,,"Study Area",,
NEV-16-15,NEV-16-15,,"Study Area",,
NEV-16-16,NEV-16-16,,"Study Area",,
SIE-16-01,SIE-16-01,,"Study Area",,
NEV-16-17,NEV-16-17,,"Study Area",,
NEV-17-11,NEV-17-11,,"Study Area",,
SOL-17-05,SOL-17-05,,"Study Area",,
RUSH,RUSH,,"Point Count Transect",,
TEH-16-16,TEH-16-16,,"Study Area",,
"Santa Clara County","SANTA CLARA",,"Study Area",,
SAN-17-01,SAN-17-01,,"Study Area",,
GUMP,GUMP,"Sunol Regional Wilderness","Point Count Transect",,
MER-17-01,MER-17-01,,"Study Area",,
MER-17-02,MER-17-02,,"Study Area",,
MER-17-03,MER-17-03,,"Study Area",,
MER-17-04,MER-17-04,,"Study Area",,
MER-17-05,MER-17-05,,"Study Area",,
MER-17-06,MER-17-06,,"Study Area",,
MER-17-07,MER-17-07,,"Study Area",,
MER-17-08,MER-17-08,,"Study Area",,
MER-17-09,MER-17-09,,"Study Area",,
SHA-15-11,SHA-15-11,,"Study Area",,
SHA-16-02,SHA-16-02,,"Study Area",,
SHA-17-01,SHA-17-01,,"Study Area",,
YOL-13-01,YOL-13-01,cropland,"Study Area",,
YOL-14-21,YOL-14-21,"cropland, rangeland, residence","Study Area",,
YOL-14-22,YOL-14-22,"cropland, pasture","Study Area",,
YOL-14-23,YOL-14-23,cropland,"Study Area",,
YOL-15-09,YOL-15-09,cropland,"Study Area",,
YOL-15-10,YOL-15-10,cropland,"Study Area",,
YOL-15-11,YOL-15-11,cropland,"Study Area",,
YOL-16-02,YOL-16-02,cropland,"Study Area",,
YOL-16-03,YOL-16-03,wetland,"Study Area",,
YOL-16-04,YOL-16-04,"cropland, wetland","Study Area",,
YOL-16-05,YOL-16-05,"cropland, riparian","Study Area",,
YOL-16-06,YOL-16-06,cropland,"Study Area",,
YOL-16-07,YOL-16-07,"cropland, riparian","Study Area",,
YOL-16-08,YOL-16-08,cropland,"Study Area",,
YOL-16-09,YOL-16-09,cropland,"Study Area",,
YOL-16-10,YOL-16-10,cropland,"Study Area",,
MER-17-10,MER-17-10,,"Study Area",,
BLOA,BLOA,"Conrad - Blue Oaks Ranch","Point Count Transect",,
BLOA-01,BLOA-01,point,"Point Count Point",38.565379,-120.96467343
BLOA-02,BLOA-02,point,"Point Count Point",38.565329,-120.961805613
BLOA-03,BLOA-03,point,"Point Count Point",38.565279,-120.9589378
BLOA-04,BLOA-04,point,"Point Count Point",38.567531,-120.958874
BLOA-05,BLOA-05,point,"Point Count Point",38.567581,-120.96174198
SON-17-04,SON-17-04,,"Study Area",,
WILC,WILC,,"Point Count Transect",,
LARA,LARA,"Lassaga Ranch","Point Count Transect",,
BRMR,BRMR,"BRRA was already taken","Point Count Transect",,
RIRA,RIRA,"Richards Ranch","Point Count Transect",,
SARA,SARA,"Saddleback Ranch","Point Count Transect",,
RUSH-01,RUSH-01,point,"Point Count Point",38.221735027627,-122.01608909794
RUSH-02,RUSH-02,point,"Point Count Point",38.214976603494,-122.01618011374
RUSH-03,RUSH-03,point,"Point Count Point",38.2082658851,-122.02198138164
RUSH-04,RUSH-04,point,"Point Count Point",38.197001794649,-122.02213207668
RUSH-05,RUSH-05,point,"Point Count Point",38.217229412426,-122.01614977853
RUSH-06,RUSH-06,point,"Point Count Point",38.212699828824,-122.01335513338
RUSH-07,RUSH-07,point,"Point Count Point",38.212818958727,-122.02763172806
RUSH-08,RUSH-08,point,"Point Count Point",38.201531180488,-122.02492669121
RUSH-09,RUSH-09,point,"Point Count Point",38.21950612165,-122.01897501953
RUSH-10,RUSH-10,point,"Point Count Point",38.212723793674,-122.01621044557
RUSH-11,RUSH-11,point,"Point Count Point",38.199182962834,-122.01353758107
RUSH-12,RUSH-12,point,"Point Count Point",38.203688588381,-122.01347677875
RUSH-13,RUSH-13,point,"Point Count Point",38.214952636716,-122.01332471355
RUSH-14,RUSH-14,point,"Point Count Point",38.210470982969,-122.01624077401
RUSH-15,RUSH-15,point,"Point Count Point",38.199206916128,-122.01639236547
RUSH-16,RUSH-16,point,"Point Count Point",38.203712545525,-122.01633173904
RUSH-17,RUSH-17,point,"Point Count Point",38.217253311682,-122.0190052701
RUSH-18,RUSH-18,point,"Point Count Point",38.21274768909,-122.01906576114
RUSH-19,RUSH-19,point,"Point Count Point",38.196977982071,-122.01927737346
RUSH-20,RUSH-20,point,"Point Count Point",38.201435776051,-122.01350718161
RUSH-21,RUSH-21,point,"Point Count Point",38.217205443722,-122.01329429033
RUSH-22,RUSH-22,point,"Point Count Point",38.210494876463,-122.01909600159
RUSH-23,RUSH-23,point,"Point Count Point",38.196954100098,-122.01642267361
RUSH-24,RUSH-24,point,"Point Count Point",38.201483617083,-122.01921692966
RUSH-25,RUSH-25,point,"Point Count Point",38.221758930726,-122.01894476557
WILC-01,WILC-01,point,"Point Count Point",38.265532632104,-121.87547181449
WILC-02,WILC-02,point,"Point Count Point",38.265367070856,-121.85832838206
WILC-04,WILC-04,point,"Point Count Point",38.24756569616,-121.88146266245
WILC-05,WILC-05,point,"Point Count Point",38.270038006036,-121.87540233821
WILC-06,WILC-06,point,"Point Count Point",38.269927892397,-121.86397266188
WILC-07,WILC-07,point,"Point Count Point",38.26086171995,-121.85839890121
WILC-08,WILC-08,point,"Point Count Point",38.252152478217,-121.88996380528
WILC-09,WILC-09,point,"Point Count Point",38.267702845262,-121.86686507986
WILC-10,WILC-10,point,"Point Count Point",38.260999839348,-121.87268420318
WILC-11,WILC-11,point,"Point Count Point",38.256576486602,-121.88132452361
WILC-12,WILC-12,point,"Point Count Point",38.269788685126,-121.84968565467
WILC-13,WILC-13,point,"Point Count Point",38.263197482794,-121.86693507763
WILC-14,WILC-14,point,"Point Count Point",38.258692116749,-121.86700505979
WILC-15,WILC-15,point,"Point Count Point",38.25437812092,-121.88707270627
WILC-16,WILC-16,point,"Point Count Point",38.267479853294,-121.84400658999
WILC-17,WILC-17,point,"Point Count Point",38.26550521245,-121.87261456601
WILC-18,WILC-18,point,"Point Count Point",38.267647514626,-121.86115043376
WILC-20,WILC-20,point,"Point Count Point",38.247592889663,-121.88431921717
WILC-21,WILC-21,point,"Point Count Point",38.270010581975,-121.87254491329
WILC-22,WILC-22,point,"Point Count Point",38.265422536156,-121.8640428439
WILC-23,WILC-23,point,"Point Count Point",38.260833887442,-121.85554185258
WILC-25,WILC-25,point,"Point Count Point",38.269983088348,-121.86968749225
WILC-54,WILC-54,point,"Point Count Point",38.263142161047,-121.86122078436
WILC-58,WILC-58,point,"Point Count Point",38.260944800219,-121.86697007066
WILC-67,WILC-67,point,"Point Count Point",38.263307291701,-121.87836371098
EKLA,EKLA,,"Point Count Transect",,
EKLA-01,EKLA-01,point,"Point Count Point",39.898673806502,-122.51212234884
EKLA-02,EKLA-02,point,"Point Count Point",39.900926214437,-122.51210637518
EKLA-03,EKLA-03,point,"Point Count Point",39.903203083075,-122.51793950288
EKLA-04,EKLA-04,point,"Point Count Point",39.903190889157,-122.51501495041
EKLA-05,EKLA-05,point,"Point Count Point",39.903178621489,-122.51209039972
EKLA-06,EKLA-06,point,"Point Count Point",39.903166280072,-122.50916585084
EKLA-07,EKLA-07,point,"Point Count Point",39.905455491186,-122.51792371714
EKLA-08,EKLA-08,point,"Point Count Point",39.905443296299,-122.51499906891
EKLA-09,EKLA-09,point,"Point Count Point",39.905431027658,-122.51207442247
EKLA-10,EKLA-10,point,"Point Count Point",39.905418685261,-122.50914977782
DRUM,DRUM,"Riparian transect on Chrisman Ranch","Point Count Transect",,
DRUM-01,DRUM-01,point,"Point Count Point",36.646778717391,-119.14992152131
DRUM-02,DRUM-02,point,"Point Count Point",36.646269673313,-119.14721501429
DRUM-03,DRUM-03,point,"Point Count Point",36.644768700138,-119.1451383713
DRUM-04,DRUM-04,point,"Point Count Point",36.646371804941,-119.14317259507
DRUM-05,DRUM-05,point,"Point Count Point",36.643406051096,-119.14299273546
DRUM-06,DRUM-06,point,"Point Count Point",36.642595534486,-119.14032469755
DRUM-07,DRUM-07,point,"Point Count Point",36.641841205621,-119.13771153409
DRUM-08,DRUM-08,point,"Point Count Point",36.642214245632,-119.13486321573
DRUM-09,DRUM-09,point,"Point Count Point",36.64090998673,-119.13259005661
DRUM-10,DRUM-10,point,"Point Count Point",36.639356366773,-119.13065632474
DRUM-11,DRUM-11,point,"Point Count Point",36.637972571208,-119.1284255189
DRUM-12,DRUM-12,point,"Point Count Point",36.637828950547,-119.1256518654
DRUM-13,DRUM-13,point,"Point Count Point",36.636924123774,-119.12303487056
CHRS,CHRS,,"Point Count Transect",,
CHRS-001,CHRS-001,point,"Point Count Point",36.61325264489,-119.15110480584
CHRS-002,CHRS-002,point,"Point Count Point",36.604142985995,-119.15644120833
CHRS-003,CHRS-003,point,"Point Count Point",36.635673094708,-119.15731995358
CHRS-004,CHRS-004,point,"Point Count Point",36.642429522452,-119.15750843397
CHRS-005,CHRS-005,point,"Point Count Point",36.61335342064,-119.14551744488
CHRS-006,CHRS-006,point,"Point Count Point",36.622210781639,-119.15414919349
CHRS-007,CHRS-007,point,"Point Count Point",36.629168905446,-119.14316031044
CHRS-008,CHRS-008,point,"Point Count Point",36.633923889453,-119.12931289241
CHRS-009,CHRS-009,point,"Point Count Point",36.608849078893,-119.14539261455
CHRS-010,CHRS-010,point,"Point Count Point",36.619958627364,-119.15408650365
CHRS-011,CHRS-011,point,"Point Count Point",36.63357251958,-119.14887393908
CHRS-012,CHRS-012,point,"Point Count Point",36.636126071641,-119.13216943029
CHRS-013,CHRS-013,point,"Point Count Point",36.622160213675,-119.15694318116
CHRS-014,CHRS-014,point,"Point Count Point",36.638177567565,-119.1434099237
CHRS-016,CHRS-016,point,"Point Count Point",36.638278040837,-119.13782073523
CHRS-017,CHRS-017,point,"Point Count Point",36.613202158863,-119.1538984759
CHRS-018,CHRS-018,point,"Point Count Point",36.613151607402,-119.15669213899
CHRS-019,CHRS-019,point,"Point Count Point",36.633420950234,-119.15725714074
CHRS-020,CHRS-020,point,"Point Count Point",36.637925238235,-119.1573827734
CHRS-021,CHRS-021,point,"Point Count Point",36.606596906603,-119.14533020978
CHRS-022,CHRS-022,point,"Point Count Point",36.622261284148,-119.15135519885
CHRS-023,CHRS-023,point,"Point Count Point",36.626866423205,-119.14589210227
CHRS-024,CHRS-024,point,"Point Count Point",36.631521521077,-119.13763400218
CHRS-025,CHRS-025,point,"Point Count Point",36.604243990508,-119.15085452403
DOMI,DOMI,,"Point Count Transect",,
DOMI-01,DOMI-01,point,"Point Count Point",39.054356380035,-121.16844287797
DOMI-02,DOMI-02,point,"Point Count Point",39.056653377962,-121.1712726292
DOMI-03,DOMI-03,point,"Point Count Point",39.056608044055,-121.16838469111
DOMI-04,DOMI-04,point,"Point Count Point",39.054401710324,-121.17133072444
SOL-17-06,SOL-17-06,,"Study Area",,
FRE-17-01,FRE-17-01,,"Study Area",,
BEST,BEST,"Bonnie's ranchette.","Point Count Transect",,
BEST-01,BEST-01,point,"Point Count Point",36.674223563399,-119.18852285973
BRMR-01,BRMR-01,point,"Point Count Point",39.168159356635,-121.33822415807
BRMR-02,BRMR-02,point,"Point Count Point",39.17253887541,-121.32943934741
BRMR-03,BRMR-03,point,"Point Count Point",39.167910493991,-121.32086774435
BRMR-04,BRMR-04,point,"Point Count Point",39.168035248275,-121.32954592435
BRMR-05,BRMR-05,point,"Point Count Point",39.168118058952,-121.33533140754
BRMR-06,BRMR-06,point,"Point Count Point",39.172455764402,-121.32365351939
BRMR-07,BRMR-07,point,"Point Count Point",39.170120566451,-121.31792137551
