"Name","Short Name","Description","Types","Latitude","Longitude"
"Vera Neal [study area]",VENE,polygon,"Study Area",40.7556310763,-121.940132753
"Vera Neal AS North",VENENO,,"Area Search Plot",40.7584803713,-121.937780877
"Vera Neal AS South",VENESO,polygon,"Area Search Plot",40.7544141792,-121.939578162
SHA-NA-01,SHA-NA-01,polygon,"Study Area",40.3815642463,-122.430455348
KEDE,KEDE,,"Point Count Transect",40.3746606405,-122.43513856
KEDE-01,KEDE-01,point,"Point Count Point",40.3746606405,-122.43513856
KEDE-02,KEDE-02,point,"Point Count Point",40.3749393405,-122.43272055
KEDE-03,KEDE-03,point,"Point Count Point",40.3755925405,-122.43038527
KEDE-04,KEDE-04,point,"Point Count Point",40.3764428005,-122.42812324
KEDE-05,KEDE-05,point,"Point Count Point",40.3774141805,-122.42590237
SHA-12-03,SHA-12-03,polygon,"Study Area",40.5780679614,-122.149425476
CLOV,CLOV,point,"Point Count Transect",40.5751665491,-122.132589903
CLOV-07,CLOV-07,point,"Point Count Point",40.5751665491,-122.132589903
CLOV-08,CLOV-08,point,"Point Count Point",40.5744004437,-122.134818744
CLOV-09,CLOV-09,point,"Point Count Point",40.573275946,-122.136744463
CLOV-10,CLOV-10,point,"Point Count Point",40.57174179035363,-122.13836945214616
CLOV-11,CLOV-11,point,"Point Count Point",40.5714638707,-122.14146685
CLOV-12,CLOV-12,point,"Point Count Point",40.5697491007,-122.14267678
CLOV-13,CLOV-13,point,"Point Count Point",40.5690990807,-122.14495967
CLOV-14,CLOV-14,point,"Point Count Point",40.5690594407,-122.14740467
SHA-12-06,SHA-12-06,polygon,"Study Area",40.5794628243,-122.095267148
JSRA,JSRA,transect,"Point Count Transect",40.5931626908,-122.10876485
JSRA-01,JSRA-01,point,"Point Count Point",40.5931626908,-122.10876485
JSRA-02,JSRA-02,point,"Point Count Point",40.5919989408,-122.11134086
JSRA-03,JSRA-03,point,"Point Count Point",40.5901374908,-122.11259522
JSRA-04,JSRA-04,point,"Point Count Point",40.5884308508,-122.11426414
JSRA-05,JSRA-05,point,"Point Count Point",40.5867346908,-122.11546149
JSRA-06,JSRA-06,point,"Point Count Point",40.5849381108,-122.11657595
SHA-12-02,SHA-12-02,polygon,"Study Area",40.4575294661,-122.21094148
CHGA,CHGA,point,"Point Count Transect",40.4525332106,-122.22003462
CHGA-01,CHGA-01,point,"Point Count Point",40.4558928506,-122.22156515
CHGA-02,CHGA-02,point,"Point Count Point",40.4540714606,-122.22145451
CHGA-03,CHGA-03,point,"Point Count Point",40.4525332106,-122.22003462
CHGA-04,CHGA-04,point,"Point Count Point",40.4506593506,-122.2192577
CHGA-05,CHGA-05,point,"Point Count Point",40.4488414906,-122.21854817
"Experimental Grassland Surveys",CA_GRASSLAND,"This is the data repository for the new grassland bird survey method being tested and developed for NRCS. Ask Ryan D. or Geoff G. for more details.","Study Area",,
"TomKat pastures",TOMKAT,,"Study Area",,
"TomKat 142",TK142,"plot near point count station 142","Area Search Plot",37.257659,-122.356839
"TomKat 82",TK82,"near point count station 82","Area Search Plot",37.259674,-122.348042
TomKat10,TK10,,"Area Search Plot",37.2674465893,-122.375186683
"Santa Lucia Preserve",SLP,,"Study Area",,
"SLP ungrazed 1",SLP-UG1,,"Area Search Plot",36.4603123961,-121.803638308
"SLP ungrazed 2",SLP-UG2,,"Area Search Plot",36.457514707,-121.803888305
"SLP grazed 1",SLP-G-1,,"Area Search Plot",36.4596488227,-121.807840028
"SLP grazed 2",SLP-G-2,,"Area Search Plot",36.4596661402,-121.809993672
"Hollister Hills SVRA",HHSVRA,"Grazed buffer lands and riparian around the Hollister Hills SVRA","Study Area",,
"Upper Hudner ",UPHUPASTURE,,"Area Search Plot",36.7843825457,-121.402863417
"Upper Bird Creek Pasture",UBCPASTURE,,"Area Search Plot",36.7800561589,-121.403128577
"Upper Bird Creek Riparian",UBCRIPARIAN,,"Area Search Plot",36.7792866545,-121.402417817
"Lower Bird Creek pasture",LBCPASTURE,,"Area Search Plot",36.7828698524,-121.400025119
"Hudner Pond pasture",HUPOPASTURE,,"Area Search Plot",36.7868111245,-121.399614287
"Nardella WRP",NARD,,"Study Area",,
"Nardella LU-1",NARD-1,,"Area Search Plot",41.640672,-120.205686
"Nardella LU-2",NARD-2,,"Area Search Plot",41.641081,-120.198975
"Nardella LU-4",NARD-4,,"Area Search Plot",41.640656,-120.198326
"Nardella LU-5",NARD-5,,"Area Search Plot",41.640656,-120.206501
"Nardella LU-7",NARD-7,,"Area Search Plot",41.642516,-120.19618
"Nardella LU-3",NARD-3,,"Area Search Plot",41.639116,-120.202961
"Nardella LU-6",NARD-6,,"Area Search Plot",41.635235,-120.202146
"McArthur WRP",MCARTHUR,,"Study Area",,
"McArthur 18","MC 18",,"Area Search Plot",41.0978829818,-121.140622541
"McArthur 4","MC 4",,"Area Search Plot",41.1271651664,-121.162038375
"McArthur 4 riparian","MC 4R",,"Area Search Plot",41.1293188621,-121.157155983
"McArthur 15","MC 15",,"Area Search Plot",41.106713672,-121.143138904
"McArthur 17","MC 17",,"Area Search Plot",41.101516129,-121.141996858
"McArthur 16A","MC 16A",,"Area Search Plot",41.1004552445,-121.144997691
"McArthur 16B","MC 16B",,"Area Search Plot",41.0981958958,-121.145351651
"McArthur 2B (slough 1)","MC 2B",,"Area Search Plot",41.1272131382,-121.174114241
"McArthur 2C (slough 2)","MC 2C",,"Area Search Plot",41.1277688446,-121.17298865
"McArthur 2A (dry)","MC 2A",,"Area Search Plot",41.1273241003,-121.177258815
"Pittville Rd",PITT,"~5 miles S. of Pittville, random stop on side of road","Area Search Plot",40.9420633059,-121.330326327
"Willow Creek State Wildlife Area","WICR SWA",,"Area Search Plot",40.5635411565,-120.63726567
SHA-NA-02,SHA-NA-02,polygon,"Study Area",40.5601721788,-122.161787385
MACK,MACK,"Clover Creek point count transect","Point Count Transect",,
MACK-15,MACK-15,point,"Point Count Point",40.5634598737,-122.15844801
MACK-16,MACK-16,point,"Point Count Point",40.5623589949,-122.160285071
MACK-17,MACK-17,point,"Point Count Point",40.5612114292,-122.162189104
MACK-18,MACK-18,point,"Point Count Point",40.5598330254,-122.163607406
MACK-19,MACK-19,point,"Point Count Point",40.5583565534,-122.162548437
MACK-20,MACK-20,point,"Point Count Point",40.5572618767,-122.164429922
NEV-13-03,NEV-13-03,,"Study Area",39.173075398186185,-121.2204058306885
GCR-Treat-1,Treat1,"Treatment area plot 1","Area Search Plot",39.1492570698,-121.196533457
GCR-Treat-2,Treat2,"Treatment area plot 2","Area Search Plot",39.1481568221,-121.194341823
GCR-Treat-3,Treat3,"Treatment area plot 3","Area Search Plot",39.1450979273,-121.197453167
NEV-13-02,NEV-13-02,,"Study Area",39.0821301508,-121.239949432
NEV-13-01,NEV-13-01,"George Nolte's Elster Ranch","Study Area",39.1210160572,-121.119340587
GLE-13-02,GLE-13-02,polygon,"Study Area",39.5924902532,-122.493716376
GLE-13-04,GLE-13-04,polygon,"Study Area",39.5335661154,-122.419741782
GLE-13-03,GLE-13-03,polygon,"Study Area",39.7133563668,-122.411122294
GCR-Control-1,Control1,,"Area Search Plot",39.1391953013,-121.196604835
GCR-Control-2,Control2,,"Area Search Plot",39.1368972846,-121.194241381
GCR-Control-3,Control3,,"Area Search Plot",39.1326672628,-121.194887583
"Wire Ranch [study area]",WIRE,"[study area]","Study Area",37.4860526458,-119.845625846
"Area A","Area A",polygon,"Area Search Plot",37.48377203196683,-119.84901445259902
"Area B","Area B",polygon,"Area Search Plot",37.4835897973,-119.847583138
"Area C","Area C",polygon,"Area Search Plot",37.48665071250117,-119.84766034016725
"Area D","Area D",polygon,"Area Search Plot",37.4859654362,-119.850447852
"Area E","Area E",polygon,"Area Search Plot",37.4868972088,-119.851856286
"Area F","Area F",polygon,"Area Search Plot",37.483954010877724,-119.85306028246518
"Area G","Area G",polygon,"Area Search Plot",37.4882819707,-119.853471031
"Pond 1","Pond 1",polygon,"Area Search Plot",37.4848383539,-119.84888588
"Pond 2","Pond 2",polygon,"Area Search Plot",37.4849308883,-119.845921705
SFWR,SFWR,polygon,"Point Count Transect",39.5500104654,-122.42153405
Ellis-BlkB-1,ELLIS1,"Blackberry will be removed from this area. ""Treatment"" plot.","Area Search Plot",39.0865485878,-121.242370522
Ellis-BlkB-2,ELLIS2,"Blackberry will be removed from this area. ""Treatment"" plot.","Area Search Plot",39.0869140283,-121.240358705
Ellis-BlkB-3,ELLIS3,"Blackberry will not be removed from this area. ""Control"" plot.","Area Search Plot",39.0842117852,-121.235305039
Ellis-BlkB-4,ELLIS4,"Blackberry will not be removed from this area. ""Control"" plot.","Area Search Plot",39.0834998019,-121.239453405
GLE-13-05,GLE-13-05,polygon,"Study Area",39.6136882675,-122.601676875
SANR,SANR,polygon,"Point Count Transect",39.6136882675,-122.601676875
Elster3,Elster3,polyline,"Area Search Plot",39.1168939305,-121.116195364
Elster4,Elster4,polyline,"Area Search Plot",39.1165055433,-121.122533829
Elster6,Elster6,polyline,"Area Search Plot",39.1164394925,-121.127743785
Elster1,Elster1,polyline,"Area Search Plot",39.1237903818,-121.12920916
Elster2,Elster2,polyline,"Area Search Plot",39.119578492,-121.125775121
Elster5,Elster5,polyline,"Area Search Plot",39.1189799255,-121.124807797
SANR-01,SANR-01,point,"Point Count Point",39.6123088785,-122.614396579
SANR-10,SANR-10,point,"Point Count Point",39.6158298762,-122.589903582
SANR-11,SANR-11,point,"Point Count Point",39.6182888774,-122.606414579
SANR-12,SANR-12,point,"Point Count Point",39.6050248774,-122.593468583
SANR-13,SANR-13,point,"Point Count Point",39.6103718782,-122.60988758
SANR-14,SANR-14,point,"Point Count Point",39.6129828765,-122.590139582
SANR-15,SANR-15,point,"Point Count Point",39.6239678763,-122.599178579
SANR-16,SANR-16,point,"Point Count Point",39.6116218776,-122.60362858
SANR-17,SANR-17,point,"Point Count Point",39.6095468773,-122.596938582
SANR-18,SANR-18,point,"Point Count Point",39.621283877,-122.605025579
SANR-19,SANR-19,point,"Point Count Point",39.6149528769,-122.596897581
SANR-02,SANR-02,point,"Point Count Point",39.6176568767,-122.59804458
SANR-03,SANR-03,point,"Point Count Point",39.6041368777,-122.596965582
SANR-04,SANR-04,point,"Point Count Point",39.6136338779,-122.609034579
SANR-05,SANR-05,point,"Point Count Point",39.6161288779,-122.610742579
SANR-06,SANR-06,point,"Point Count Point",39.6167448765,-122.594561581
SANR-07,SANR-07,point,"Point Count Point",39.6149628771,-122.60039458
SANR-08,SANR-08,point,"Point Count Point",39.6104338769,-122.593427582
SANR-09,SANR-09,point,"Point Count Point",39.6221478761,-122.59453458
SFWO,SFWO,polygon,"Point Count Transect",39.5335661154,-122.419741782
SFWO-10,SFWO-10,point,"Point Count Point",39.550754,-122.433765
SFWO-11,SFWO-11,point,"Point Count Point",39.525424,-122.413029
SFWO-12,SFWO-12,point,"Point Count Point",39.531739,-122.414135
SFWO-13,SFWO-13,point,"Point Count Point",39.538097,-122.424558
SFWO-14,SFWO-14,point,"Point Count Point",39.528864,-122.415843
SFWO-15,SFWO-15,point,"Point Count Point",39.535403,-122.426908
SFWO-16,SFWO-16,point,"Point Count Point",39.539009,-122.42688
SFWO-17,SFWO-17,point,"Point Count Point",39.534471,-122.419941
SFWO-18,SFWO-18,point,"Point Count Point",39.542653,-122.434994
SFWO-19,SFWO-19,point,"Point Count Point",39.527183,-122.404873
SFWO-01,SFWO-01,point,"Point Count Point",39.523682,-122.424681
SFWO-02,SFWO-02,point,"Point Count Point",39.519154,-122.420064
SFWO-03,SFWO-03,point,"Point Count Point",39.525373,-122.402565
SFWO-04,SFWO-04,point,"Point Count Point",39.540823,-122.429189
SFWO-05,SFWO-05,point,"Point Count Point",39.540741,-122.412906
SFWO-06,SFWO-06,point,"Point Count Point",39.519144,-122.417741
SFWO-07,SFWO-07,point,"Point Count Point",39.51636,-122.402633
SFWO-08,SFWO-08,point,"Point Count Point",39.533521,-122.410638
SFWO-09,SFWO-09,point,"Point Count Point",39.541642,-122.415201
SFWR-10,SFWR-10,point,"Point Count Point",39.5455732531,-122.419135714
SFWR-11,SFWR-11,point,"Point Count Point",39.5462170261,-122.416348244
SFWR-12,SFWR-12,point,"Point Count Point",39.5473027909,-122.413790404
SFWR-13,SFWR-13,point,"Point Count Point",39.5467608775,-122.41096616
SFWR-14,SFWR-14,point,"Point Count Point",39.5460818096,-122.408189805
SFWR-15,SFWR-15,point,"Point Count Point",39.5446177833,-122.405989681
SFWR-01,SFWR-01,point,"Point Count Point",39.5545189789,-122.437654223
SFWR-02,SFWR-02,point,"Point Count Point",39.5550685343,-122.434826896
SFWR-03,SFWR-03,point,"Point Count Point",39.5544476715,-122.432012154
SFWR-04,SFWR-04,point,"Point Count Point",39.5522058882,-122.431778343
SFWR-05,SFWR-05,point,"Point Count Point",39.5501038568,-122.430563081
SFWR-06,SFWR-06,point,"Point Count Point",39.5480738591,-122.42930062
SFWR-07,SFWR-07,point,"Point Count Point",39.5468549547,-122.426892581
SFWR-08,SFWR-08,point,"Point Count Point",39.5459748188,-122.424304445
SFWR-09,SFWR-09,point,"Point Count Point",39.5467926889,-122.421618257
DIVR,DIVR,polygon,"Point Count Transect",39.5924902532,-122.493716376
DIVR-01,DIVR-01,point,"Point Count Point",39.595184,-122.493966
DIVR-10,DIVR-10,point,"Point Count Point",39.578781,-122.498351
DIVR-11,DIVR-11,point,"Point Count Point",39.576278,-122.4976
DIVR-12,DIVR-12,point,"Point Count Point",39.580796,-122.499895
DIVR-13,DIVR-13,point,"Point Count Point",39.583494,-122.498707
DIVR-14,DIVR-14,point,"Point Count Point",39.584379,-122.495209
DIVR-15,DIVR-15,point,"Point Count Point",39.589754,-122.488188
DIVR-16,DIVR-16,point,"Point Count Point",39.589717,-122.480033
DIVR-17,DIVR-17,point,"Point Count Point",39.589703,-122.476536
DIVR-18,DIVR-18,point,"Point Count Point",39.59153,-122.482341
DIVR-19,DIVR-19,point,"Point Count Point",39.596014,-122.477656
DIVR-02,DIVR-02,point,"Point Count Point",39.59768,-122.495332
DIVR-20,DIVR-20,point,"Point Count Point",39.597553,-122.490101
DIVR-21,DIVR-21,point,"Point Count Point",39.600583,-122.491603
DIVR-22,DIVR-22,point,"Point Count Point",39.604159,-122.485756
DIVR-23,DIVR-23,point,"Point Count Point",39.606001,-122.498835
DIVR-24,DIVR-24,point,"Point Count Point",39.61048,-122.500851
DIVR-25,DIVR-25,point,"Point Count Point",39.609647,-122.504348
DIVR-03,DIVR-03,point,"Point Count Point",39.596858,-122.5008
DIVR-04,DIVR-04,point,"Point Count Point",39.60336,-122.509047
DIVR-05,DIVR-05,point,"Point Count Point",39.593432,-122.505632
DIVR-06,DIVR-06,point,"Point Count Point",39.592507,-122.499813
DIVR-07,DIVR-07,point,"Point Count Point",39.592483,-122.493994
DIVR-08,DIVR-08,point,"Point Count Point",39.586206,-122.501029
DIVR-09,DIVR-09,point,"Point Count Point",39.581718,-122.505714
BORG,BORG,"Grassland transect on Borel Ranch","Point Count Transect",39.7127242524,-122.38131649
BORO,BORO,"Oak woodland transect on Borel Ranch","Point Count Transect",39.7133563668,-122.429412773
BORG-01,BORG-01,point,"Point Count Point",39.699341,-122.413895
BORG-10,BORG-10,point,"Point Count Point",39.717121,-122.370574
BORG-11,BORG-11,point,"Point Count Point",39.720687,-122.363541
BORG-12,BORG-12,point,"Point Count Point",39.725147,-122.355332
BORG-13,BORG-13,point,"Point Count Point",39.718807,-122.349558
BORG-14,BORG-14,point,"Point Count Point",39.717032,-122.354241
BORG-15,BORG-15,point,"Point Count Point",39.713408,-122.350775
BORG-16,BORG-16,point,"Point Count Point",39.707204,-122.369498
BORG-02,BORG-02,point,"Point Count Point",39.702878,-122.403364
BORG-03,BORG-03,point,"Point Count Point",39.703737,-122.395192
BORG-04,BORG-04,point,"Point Count Point",39.705508,-122.389344
BORG-05,BORG-05,point,"Point Count Point",39.71069,-122.387027
BORG-06,BORG-06,point,"Point Count Point",39.712753,-122.39628
BORG-07,BORG-07,point,"Point Count Point",39.714126,-122.393365
BORG-08,BORG-08,point,"Point Count Point",39.716277,-122.381082
BORG-09,BORG-09,point,"Point Count Point",39.717146,-122.375241
BORO-01,BORO-01,point,"Point Count Point",39.737937,-122.387891
BORO-10,BORO-10,point,"Point Count Point",39.713784,-122.421937
BORO-11,BORO-11,point,"Point Count Point",39.719225,-122.428892
BORO-12,BORO-12,point,"Point Count Point",39.71204,-122.433618
BORO-13,BORO-13,point,"Point Count Point",39.713883,-122.444088
BORO-14,BORO-14,point,"Point Count Point",39.707563,-122.439487
BORO-15,BORO-15,point,"Point Count Point",39.704334,-122.451586
BORO-16,BORO-16,point,"Point Count Point",39.696807,-122.451238
BORO-17,BORO-17,point,"Point Count Point",39.694132,-122.45709
BORO-18,BORO-18,point,"Point Count Point",39.688737,-122.459465
BORO-19,BORO-19,point,"Point Count Point",39.692637,-122.469905
BORO-02,BORO-02,point,"Point Count Point",39.732544,-122.390272
BORO-20,BORO-20,point,"Point Count Point",39.693306,-122.473425
BORO-21,BORO-21,point,"Point Count Point",39.699359,-122.46234
BORO-22,BORO-22,point,"Point Count Point",39.700344,-122.437212
BORO-23,BORO-23,point,"Point Count Point",39.704849,-122.437176
BORO-24,BORO-24,point,"Point Count Point",39.703013,-122.430192
BORO-25,BORO-25,point,"Point Count Point",39.705675,-122.422005
BORO-26,BORO-26,point,"Point Count Point",39.709303,-122.426641
BORO-27,BORO-27,point,"Point Count Point",39.70746,-122.41849
BORO-28,BORO-28,point,"Point Count Point",39.708296,-122.405651
BORO-29,BORO-29,point,"Point Count Point",39.722627,-122.389193
BORO-03,BORO-03,point,"Point Count Point",39.727228,-122.407822
BORO-30,BORO-30,point,"Point Count Point",39.728039,-122.390312
BORO-04,BORO-04,point,"Point Count Point",39.723613,-122.405519
BORO-05,BORO-05,point,"Point Count Point",39.720009,-122.40555
BORO-06,BORO-06,point,"Point Count Point",39.726295,-122.411232
BORO-07,BORO-07,point,"Point Count Point",39.719167,-122.417225
BORO-08,BORO-08,point,"Point Count Point",39.720986,-122.42071
BORO-09,BORO-09,point,"Point Count Point",39.714662,-122.417263
SMCR,SMCR,polyline,"Point Count Transect",40.5607118601,-119.995629017
SMCR-01,SMCR-01,point,"Point Count Point",40.551969325,-120.028239107
SMCR-10,SMCR-10,point,"Point Count Point",40.5539195408,-119.998135329
SMCR-11,SMCR-11,point,"Point Count Point",40.5538265008,-119.994561453
SMCR-12,SMCR-12,point,"Point Count Point",40.5604939719,-119.965045759
SMCR-13,SMCR-13,point,"Point Count Point",40.5627464388,-119.963018926
SMCR-14,SMCR-14,point,"Point Count Point",40.5654115488,-119.963666009
SMCR-15,SMCR-15,point,"Point Count Point",40.5666747018,-119.966833195
SMCR-16,SMCR-16,point,"Point Count Point",40.5688896198,-119.968859185
SMCR-17,SMCR-17,point,"Point Count Point",40.5713753568,-119.97022334
SMCR-02,SMCR-02,point,"Point Count Point",40.550230499,-120.025423039
SMCR-03,SMCR-03,point,"Point Count Point",40.5500483588,-120.021853349
SMCR-04,SMCR-04,point,"Point Count Point",40.5503969618,-120.018260027
SMCR-05,SMCR-05,point,"Point Count Point",40.5520800478,-120.015422166
SMCR-06,SMCR-06,point,"Point Count Point",40.5533219948,-120.012249532
SMCR-07,SMCR-07,point,"Point Count Point",40.5537542488,-120.008770371
SMCR-08,SMCR-08,point,"Point Count Point",40.5541051998,-120.005282997
SMCR-09,SMCR-09,point,"Point Count Point",40.5541023498,-120.001705098
LAS-13-02,LAS-13-02,polygon,"Study Area",12.4077040425,-125.510847127
SHRA,SHRA,polyline,"Point Count Transect",12.4094211803,-125.512261839
SHRA-01,SHRA-01,point,"Point Count Point",40.666490011,-120.129496353
SHRA-10,SHRA-10,point,"Point Count Point",40.666684723,-120.103772376
SHRA-11,SHRA-11,point,"Point Count Point",40.665088724,-120.101191923
SHRA-12,SHRA-12,point,"Point Count Point",40.6632479728,-120.0985512
SHRA-13,SHRA-13,point,"Point Count Point",40.660890229,-120.096843811
SHRA-14,SHRA-14,point,"Point Count Point",40.658521671,-120.095066093
SHRA-15,SHRA-15,point,"Point Count Point",40.6564893921,-120.09269426
SHRA-16,SHRA-16,point,"Point Count Point",40.6538540378,-120.091768061
SHRA-17,SHRA-17,point,"Point Count Point",40.651145848,-120.091885747
SHRA-18,SHRA-18,point,"Point Count Point",40.64846959,-120.09148174
SHRA-19,SHRA-19,point,"Point Count Point",40.645828536,-120.092116753
SHRA-02,SHRA-02,point,"Point Count Point",40.66834853,-120.127086304
SHRA-03,SHRA-03,point,"Point Count Point",40.670615081,-120.124788657
SHRA-04,SHRA-04,point,"Point Count Point",40.671812017,-120.121495826
SHRA-05,SHRA-05,point,"Point Count Point",40.671035098,-120.118157901
SHRA-06,SHRA-06,point,"Point Count Point",40.671144146,-120.114592491
SHRA-07,SHRA-07,point,"Point Count Point",40.6723497135,-120.111299152
SHRA-08,SHRA-08,point,"Point Count Point",40.671036271,-120.108126439
SHRA-09,SHRA-09,point,"Point Count Point",40.668676849,-120.106347632
LAS-12-07,LAS-12-07,polygon,"Study Area",40.8455456302,-120.668475217
DRCA,DRCA,polyline,"Point Count Transect",40.8456044922,-120.668347575
DRCA-01,DRCA-01,point,"Point Count Point",40.859181415,-120.676725917
DRCA-10,DRCA-10,point,"Point Count Point",40.8408514479,-120.661580149
DRCA-11,DRCA-11,point,"Point Count Point",40.8378854279,-120.660118932
DRCA-12,DRCA-12,point,"Point Count Point",40.8347314859,-120.66005196
DRCA-13,DRCA-13,point,"Point Count Point",40.8320275669,-120.659969231
DRCA-02,DRCA-02,point,"Point Count Point",40.857362878,-120.674986253
DRCA-03,DRCA-03,point,"Point Count Point",40.855152067,-120.674339924
DRCA-04,DRCA-04,point,"Point Count Point",40.852907225,-120.674240515
DRCA-05,DRCA-05,point,"Point Count Point",40.8506554249,-120.673797359
DRCA-06,DRCA-06,point,"Point Count Point",40.8494644409,-120.671466687
DRCA-07,DRCA-07,point,"Point Count Point",40.8481219109,-120.668322887
DRCA-08,DRCA-08,point,"Point Count Point",40.8458841109,-120.666349284
DRCA-09,DRCA-09,point,"Point Count Point",40.8430111299,-120.664587995
LAS-12-01,LAS-12-01,polygon,"Study Area",40.5641170473,-120.438253628
PECR,PECR,polyline,"Point Count Transect",40.5644554273,-120.438530836
PECR-01,PECR-01,point,"Point Count Point",40.546465181,-120.448835297
PECR-10,PECR-10,point,"Point Count Point",40.5638038999,-120.430117581
PECR-11,PECR-11,point,"Point Count Point",40.5664840969,-120.429530764
PECR-12,PECR-12,point,"Point Count Point",40.5691706649,-120.42882551
PECR-13,PECR-13,point,"Point Count Point",40.5718594959,-120.428226372
PECR-14,PECR-14,point,"Point Count Point",40.5743749889,-120.429547528
PECR-15,PECR-15,point,"Point Count Point",40.577055104,-120.429763868
PECR-16,PECR-16,point,"Point Count Point",40.5796922999,-120.429674681
PECR-17,PECR-17,point,"Point Count Point",40.5824456719,-120.42994726
PECR-02,PECR-02,point,"Point Count Point",40.5474692462,-120.445360992
PECR-03,PECR-03,point,"Point Count Point",40.549910562,-120.443744799
PECR-04,PECR-04,point,"Point Count Point",40.5514673309,-120.440827809
PECR-05,PECR-05,point,"Point Count Point",40.5540365519,-120.439702538
PECR-06,PECR-06,point,"Point Count Point",40.5545357779,-120.436223378
PECR-07,PECR-07,point,"Point Count Point",40.5566352769,-120.434230078
PECR-08,PECR-08,point,"Point Count Point",40.5593450629,-120.434161933
PECR-09,PECR-09,point,"Point Count Point",40.5611898359,-120.431245114
Payne,Payne,polygon,"Study Area",40.18520694,-120.459492159
FRE-14-01,FRE-14-01,"SFC property Area Search Plot 1 (riparian near parking area)","Study Area",37.00996782135023,-119.59570490523184
"Area Search Plot 1",ASP1,"riparian area near entrance within fences.","Area Search Plot",36.99968456099145,-119.59234647120158
"El Dorado County",ELDORADO,"El Dorado County","Study Area",,
WAKA,WAKA,,"Point Count Transect",,
WAKA-01,WAKA-01,point,"Point Count Point",38.76879,-120.88534
WAKA-02,WAKA-02,point,"Point Count Point",38.76652,-120.88098
WAKA-03,WAKA-03,point,"Point Count Point",38.76877,-120.88092
WAKA-04,WAKA-04,point,"Point Count Point",38.77103,-120.88085
WAKA-05,WAKA-05,point,"Point Count Point",38.77111,-120.88545
WAKA-06,WAKA-06,point,"Point Count Point",38.77336,-120.88539
WAKA-07,WAKA-07,point,"Point Count Point",38.77561,-120.88532
WAKA-08,WAKA-08,point,"Point Count Point",38.77462,-120.88809
WAKA-09,WAKA-09,point,"Point Count Point",38.77416,-120.89087
WAKA-10,WAKA-10,point,"Point Count Point",38.77122,-120.89178
WAKA-11,WAKA-11,point,"Point Count Point",38.77207,-120.89476
WAKA-12,WAKA-12,point,"Point Count Point",38.76897,-120.89185
WAKA-13,WAKA-13,point,"Point Count Point",38.76892,-120.88897
SHA-NA-03,SHA-NA-03,polygon,"Study Area",40.602692089,-122.340165727
CCOS,CCOS,point,"Point Count Transect",40.5964868891,-122.338267271
CCOS-01,CCOS-01,point,"Point Count Point",40.5964868891,-122.338267271
CCOS-02,CCOS-02,point,"Point Count Point",40.598605,-122.337102
CCOS-03,CCOS-03,point,"Point Count Point",40.600344,-122.337638
CCOS-04,CCOS-04,point,"Point Count Point",40.60205,-122.337213
CCOS-05,CCOS-05,point,"Point Count Point",40.603891,-122.337657
CCOS-06,CCOS-06,point,"Point Count Point",40.6036528018,-122.340435688
CCOS-07,CCOS-07,point,"Point Count Point",40.601868,-122.33997
CCOS-08,CCOS-08,point,"Point Count Point",40.599996,-122.340026
CCOS-09,CCOS-09,point,"Point Count Point",40.598243,-122.341093
CCOS-10,CCOS-10,point,"Point Count Point",40.596241,-122.341159
CCOS-11,CCOS-11,point,"Point Count Point",40.594365,-122.340416
"Churn Creek Open Space AS Grassland",CCOSGRASS,polygon,"Area Search Plot",40.6071565785,-122.342429818
SHA-14-05,SHA-14-05,polygon,"Study Area",40.4135405692,-122.567307772
ABER,ABER,point,"Point Count Transect",40.4281712634,-122.559383327
ABER-01,ABER-01,point,"Point Count Point",40.4281712634,-122.559383327
ABER-02,ABER-02,point,"Point Count Point",40.4239087535,-122.561930556
ABER-03,ABER-03,point,"Point Count Point",40.4124057237,-122.559486173
ABER-04,ABER-04,point,"Point Count Point",40.4101646877,-122.562447259
ABER-05,ABER-05,point,"Point Count Point",40.4056490506,-122.559530225
ABER-06,ABER-06,point,"Point Count Point",40.40608301867257,-122.56239059832824
ABER-07,ABER-07,point,"Point Count Point",40.4010448144,-122.559320479
ABER-08,ABER-08,point,"Point Count Point",40.3966513229,-122.562534749
ABER-09,ABER-09,point,"Point Count Point",40.3989035526,-122.562520172
ABER-10,ABER-10,point,"Point Count Point",40.4009538146,-122.562489478
ABER-11,ABER-11,point,"Point Count Point",40.3986398151,-122.565631478
ABER-12,ABER-12,point,"Point Count Point",40.4011668903,-122.565451602
ABER-13,ABER-13,point,"Point Count Point",40.3966844193,-122.571372194
ABER-14,ABER-14,point,"Point Count Point",40.3986378158,-122.574004477
ABER-15,ABER-15,point,"Point Count Point",40.4056778153,-122.574241476
ABER-16,ABER-16,point,"Point Count Point",40.4076758149,-122.571795476
SFRA,SFRA,"Salmon Falls Ranch point count transect","Point Count Transect",,
SFRA-01,SFRA-01,point,"Point Count Point",38.77097,-121.05925
SFRA-02,SFRA-02,point,"Point Count Point",38.77322,-121.05919
SFRA-03,SFRA-03,point,"Point Count Point",38.77547,-121.05913
SFRA-04,SFRA-04,point,"Point Count Point",38.77773,-121.05907
SFRA-05,SFRA-05,point,"Point Count Point",38.77998,-121.05901
SFRA-06,SFRA-06,point,"Point Count Point",38.78223,-121.05895
SFRA-08,SFRA-08,,"Point Count Point",38.78259,-121.05291
SFRA-09,SFRA-09,point,"Point Count Point",38.78282,-121.05025
